Chapter,PDF Page,Mark Number On Page,PDF X,PDF Y,Raster X,Raster Y,Bounding Box,Glyph Method,Vector Method,Raster Method,Raster Strict,Raster Broad,Confidence,Review Status,Text Type,Text ID,Shloka Number,Charan Number,Associated Word,Following Conjunct,First Consonant,Dvitva Candidate,Exception Status,Glyph Font,Glyph Color,Source Details,Dvitva Rule,Mapping Confidence,Dvitva Result,Anusvara Present,Anusvara Position,Anusvara Following Sound,Anusvara Guide Output,Anusvara Source,Anunasika Present
18,4,38,288.99,448.38,1605.5,2491.0,"[287.64, 446.04, 290.34, 450.72]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_701,26.0,1,धृत्युत्साहसमन्वितः।,न्व,न,न् + न्व,,,,"[{""bbox"": [287.79791259765625, 446.28997802734375, 289.7666015625, 450.462890625]}, {""bbox_px"": [1598, 2478, 1612, 2504], ""area"": 175}, {""bbox_px"": [1598, 2478, 1613, 2504], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,न्न्व,no,,,,,no
18,4,39,296.19,469.17,1645.5,2606.5,"[294.84, 466.74, 297.54, 471.6]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_701,26.0,2,उच्यते॥,च्य,च,च् + च्य,,,,"[{""bbox"": [295.085205078125, 467.114990234375, 297.05389404296875, 471.2878723144531]}, {""bbox_px"": [1639, 2594, 1653, 2620], ""area"": 153}, {""bbox_px"": [1638, 2593, 1653, 2620], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,च्च्य,no,,,,,no
18,4,40,140.49,498.33,780.5,2768.5,"[139.14, 495.9, 141.84, 500.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_702,27.0,1,कर्मफलप्रेप्सु,प्र,प,प् + प्र,,,,"[{""bbox"": [139.28599548339844, 496.21636962890625, 141.2545928955078, 500.38916015625]}, {""bbox_px"": [773, 2755, 787, 2781], ""area"": 154}, {""bbox_px"": [773, 2755, 788, 2782], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,प्प्र,no,,,,,no
18,4,41,150.39,498.33,835.5,2768.5,"[149.04, 495.9, 151.74, 500.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_702,27.0,1,कर्मफलप्रेप्सु,प्स,प,प् + प्स,,,,"[{""bbox"": [149.23019409179688, 496.21636962890625, 151.1988983154297, 500.38916015625]}, {""bbox_px"": [828, 2755, 843, 2781], ""area"": 199}, {""bbox_px"": [828, 2755, 843, 2782], ""area"": 206}]",SAME_FIRST_CONSONANT,0.9,प्प्स,no,,,,,no
18,4,42,202.41,498.33,1124.5,2768.5,"[201.06, 495.9, 203.76, 500.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_702,27.0,1,लुब्धो,ब्ध,ब,ब् + ब्ध,,,,"[{""bbox"": [201.220703125, 496.21636962890625, 203.1894073486328, 500.38916015625]}, {""bbox_px"": [1117, 2755, 1131, 2781], ""area"": 176}, {""bbox_px"": [1117, 2755, 1132, 2782], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,ब्ब्ध,no,,,,,no
18,4,43,252.36,498.33,1402.0,2768.5,"[251.1, 495.9, 253.62, 500.76]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_702,27.0,1,हिंसात्मकोऽशुचिः।,त्म,त,त् + त्म,,,,"[{""bbox"": [251.2093963623047, 496.21636962890625, 253.1781005859375, 500.38916015625]}, {""bbox_px"": [1395, 2755, 1409, 2781], ""area"": 152}, {""bbox_px"": [1395, 2755, 1409, 2782], ""area"": 158}]",SAME_FIRST_CONSONANT,0.9,त्त्म,yes,MEDIAL,स,व्ँ,GITA_PARIVAR_RULE_DERIVED,yes
18,4,44,115.65,519.03,642.5,2883.5,"[114.3, 516.6, 117.0, 521.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_702,27.0,2,हर्षशोकान्वितः(ख्),न्व,न,न् + न्व,,,,"[{""bbox"": [114.46189880371094, 516.9744873046875, 116.43049621582031, 521.1472778320312]}, {""bbox_px"": [635, 2871, 649, 2897], ""area"": 176}, {""bbox_px"": [635, 2870, 650, 2897], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,न्न्व,no,,,ख्,EXPLICIT_CANONICAL_NOTE,no
18,5,1,-29.099,33.062,-161.7,183.7,"[-36.332, 29.496, -21.866, 36.627]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH18-P005-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-36.33190155029297, 29.495849609375, -21.8656005859375, 36.62725830078125], ""single_stroke"": true}]",,,,,,,,,
18,5,2,-46.965,38.318,-260.9,212.9,"[-54.198, 34.752, -39.731, 41.883]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH18-P005-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-54.197898864746094, 34.75189208984375, -39.73149871826172, 41.88330078125], ""single_stroke"": true}]",,,,,,,,,
18,5,3,85.68,48.78,476.0,271.0,"[84.42, 46.44, 86.94, 51.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_703,28.0,1,अयुक्तः(फ्),क्त,क,क् + क्त,,,,"[{""bbox"": [84.51689910888672, 46.66650390625, 86.48560333251953, 50.83935546875]}, {""bbox_px"": [469, 258, 483, 284], ""area"": 156}, {""bbox_px"": [469, 258, 483, 284], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,फ्,EXPLICIT_CANONICAL_NOTE,no
18,5,4,185.13,48.78,1028.5,271.0,"[183.78, 46.44, 186.48, 51.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_703,28.0,1,स्तब्धः(श्),ब्ध,ब,ब् + ब्ध,,,,"[{""bbox"": [183.9647979736328, 46.66650390625, 185.93350219726562, 50.83935546875]}, {""bbox_px"": [1021, 258, 1036, 284], ""area"": 200}, {""bbox_px"": [1021, 258, 1036, 284], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,ब्ब्ध,no,,,,,no
18,5,5,254.7,48.78,1415.0,271.0,"[253.44, 46.44, 255.96, 51.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_703,28.0,1,नैष्कृतिकोऽलसः।,ष्क,ष,ष् + ष्क,,,,"[{""bbox"": [253.51739501953125, 46.66650390625, 255.48599243164062, 50.83935546875]}, {""bbox_px"": [1408, 258, 1422, 284], ""area"": 154}, {""bbox_px"": [1408, 258, 1422, 284], ""area"": 178}]",SAME_FIRST_CONSONANT,0.9,ष्ष्क,no,,,,,no
18,5,6,151.11,68.67,839.5,381.5,"[149.76, 66.24, 152.46, 71.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_703,28.0,2,दीर्घसूत्री,त्र,त,त् + त्र,,,,"[{""bbox"": [149.92779541015625, 66.57354736328125, 151.89649963378906, 70.7464599609375]}, {""bbox_px"": [832, 368, 847, 394], ""area"": 199}, {""bbox_px"": [832, 368, 847, 395], ""area"": 207}]",SAME_FIRST_CONSONANT,0.9,त्त्र,no,,,,,no
18,5,7,293.85,68.67,1632.5,381.5,"[292.5, 66.24, 295.2, 71.1]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_703,28.0,2,उच्यते॥,च्य,च,च् + च्य,,,,"[{""bbox"": [292.7510986328125, 66.57354736328125, 294.71978759765625, 70.7464599609375]}, {""bbox_px"": [1626, 368, 1640, 394], ""area"": 152}, {""bbox_px"": [1625, 368, 1640, 395], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,च्च्य,no,,,,,no
18,5,8,76.5,98.37,425.0,546.5,"[75.24, 95.94, 77.76, 100.8]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_704,29.0,1,बुद्धेर्भेदं(न्),द्ध,ध,द् + ध,,,,"[{""bbox"": [75.36419677734375, 96.27896118164062, 77.33280181884766, 100.45187377929688]}, {""bbox_px"": [418, 533, 432, 560], ""area"": 154}, {""bbox_px"": [418, 533, 432, 560], ""area"": 180}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,yes,FINAL,,न्,EXPLICIT_CANONICAL_NOTE,no
18,5,9,159.21,98.37,884.5,546.5,"[157.86, 95.94, 160.56, 100.8]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_704,29.0,1,धृतेश्चैव,श्च,श,श् + श्च,,,,"[{""bbox"": [158.0782928466797, 96.27896118164062, 160.04690551757812, 100.45187377929688]}, {""bbox_px"": [877, 533, 892, 560], ""area"": 201}, {""bbox_px"": [877, 533, 892, 560], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,श्श्च,no,,,,,no
18,5,10,81.99,118.89,455.5,660.5,"[80.64, 116.46, 83.34, 121.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_704,29.0,2,प्रोच्यमानमशेषेण,च्य,च,च् + च्य,,,,"[{""bbox"": [80.78510284423828, 116.81546020507812, 82.75379943847656, 120.98837280273438]}, {""bbox_px"": [448, 647, 462, 674], ""area"": 154}, {""bbox_px"": [448, 647, 463, 674], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,च्च्य,no,,,,,no
18,5,11,298.35,118.89,1657.5,660.5,"[297.0, 116.46, 299.7, 121.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_704,29.0,2,धनञ्जय॥,ञ्ज,ञ,ञ् + ञ्ज,,,,"[{""bbox"": [297.1448974609375, 116.81546020507812, 299.1134948730469, 120.98837280273438]}, {""bbox_px"": [1650, 647, 1664, 674], ""area"": 154}, {""bbox_px"": [1650, 647, 1665, 674], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,ञ्ञ्ज,no,,,,,no
18,5,12,75.96,169.11,422.0,939.5,"[74.7, 166.68, 77.22, 171.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_705,30.0,2,बन्धं(म्),न्ध,न,न् + न्ध,,,,"[{""bbox"": [74.802001953125, 167.003173828125, 76.77069854736328, 171.17596435546875]}, {""bbox_px"": [415, 926, 429, 952], ""area"": 152}, {""bbox_px"": [415, 926, 429, 953], ""area"": 157}]",SAME_FIRST_CONSONANT,0.9,न्न्ध,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
18,5,13,119.61,169.11,664.5,939.5,"[118.26, 166.68, 120.96, 171.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_705,30.0,2,मोक्षं(ञ्),क्ष,क,क् + क्ष,,,,"[{""bbox"": [118.4448013305664, 167.003173828125, 120.41349792480469, 171.17596435546875]}, {""bbox_px"": [657, 926, 672, 952], ""area"": 199}, {""bbox_px"": [657, 926, 672, 953], ""area"": 208}]",SAME_FIRST_CONSONANT,0.9,क्क्ष,yes,FINAL,,ञ्,EXPLICIT_CANONICAL_NOTE,no
18,5,14,203.13,169.11,1128.5,939.5,"[201.78, 166.68, 204.48, 171.54]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_705,30.0,2,बुद्धिः(स्),द्ध,ध,द् + ध,,,,"[{""bbox"": [201.968505859375, 167.003173828125, 203.93719482421875, 171.17596435546875]}, {""bbox_px"": [1121, 926, 1136, 952], ""area"": 199}, {""bbox_px"": [1121, 926, 1136, 953], ""area"": 207}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,स्,EXPLICIT_CANONICAL_NOTE,no
18,5,15,180.99,197.82,1005.5,1099.0,"[179.64, 195.48, 182.34, 200.16]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_706,31.0,2,बुद्धिः(स्),द्ध,ध,द् + ध,,,,"[{""bbox"": [179.88490295410156, 195.77166748046875, 181.85360717773438, 199.944580078125]}, {""bbox_px"": [999, 1086, 1013, 1112], ""area"": 154}, {""bbox_px"": [998, 1086, 1013, 1112], ""area"": 200}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
18,5,16,229.95,248.13,1277.5,1378.5,"[228.6, 245.7, 231.3, 250.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_707,32.0,1,मन्यते,न्य,न,न् + न्य,,,,"[{""bbox"": [228.76210021972656, 246.03677368164062, 230.73080444335938, 250.20956420898438]}, {""bbox_px"": [1270, 1365, 1285, 1392], ""area"": 202}, {""bbox_px"": [1270, 1365, 1285, 1392], ""area"": 205}]",SAME_FIRST_CONSONANT,0.9,न्न्य,no,,,,,no
18,5,17,103.95,267.03,577.5,1483.5,"[102.6, 265.32, 105.3, 268.74]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_707,32.0,2,सर्वार्थान्विपरीतांश्च,न्व,न,न् + न्व,,,,"[{""bbox"": [102.75509643554688, 265.58245849609375, 104.72370147705078, 268.42987060546875]}, {""bbox_px"": [570, 1474, 584, 1493], ""area"": 125}, {""bbox_px"": [570, 1474, 585, 1493], ""area"": 143}]",SAME_FIRST_CONSONANT,0.9,न्न्व,yes,MEDIAL,श,व्ँ,GITA_PARIVAR_RULE_DERIVED,yes
18,5,18,183.15,268.83,1017.5,1493.5,"[181.8, 266.4, 184.5, 271.26]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_707,32.0,2,बुद्धिः(स्),द्ध,ध,द् + ध,,,,"[{""bbox"": [181.97349548339844, 266.7372741699219, 183.9420928955078, 270.9101867675781]}, {""bbox_px"": [1010, 1480, 1025, 1507], ""area"": 200}, {""bbox_px"": [1010, 1480, 1025, 1507], ""area"": 207}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,स्,EXPLICIT_CANONICAL_NOTE,no
18,5,19,383.58,297.54,2131.0,1653.0,"[382.5, 294.3, 384.66, 300.78]",no,no,yes,yes,yes,0.79,DECORATION_REVIEW,DECORATION_CANDIDATE,CH18-P005-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 184}, {""bbox_px"": [2125, 1635, 2137, 1671], ""area"": 190}]",,,,,,,,,
18,5,20,77.31,298.17,429.5,1656.5,"[75.96, 295.74, 78.66, 300.6]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_708,33.0,1,धृत्या,त्य,त,त् + त्य,,,,"[{""bbox"": [76.12779998779297, 296.0682678222656, 78.09649658203125, 300.2410888671875]}, {""bbox_px"": [422, 1643, 437, 1669], ""area"": 199}, {""bbox_px"": [422, 1643, 437, 1670], ""area"": 207}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
18,5,21,285.75,298.17,1587.5,1656.5,"[284.4, 295.74, 287.1, 300.6]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_708,33.0,1,मनःप्राणेन्द्रियक्रियाः।,क्र,क,क् + क्र,,,,"[{""bbox"": [284.5476989746094, 296.0682678222656, 286.51629638671875, 300.2410888671875]}, {""bbox_px"": [1580, 1643, 1594, 1669], ""area"": 154}, {""bbox_px"": [1580, 1643, 1595, 1670], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,क्क्र,no,,,,,no
18,5,22,102.42,318.96,569.0,1772.0,"[101.16, 316.62, 103.68, 321.3]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_708,33.0,2,योगेनाव्यभिचारिण्या,व्य,व,व् + व्य,,,,"[{""bbox"": [101.277099609375, 316.92218017578125, 103.24569702148438, 321.0950622558594]}, {""bbox_px"": [562, 1759, 576, 1785], ""area"": 154}, {""bbox_px"": [562, 1759, 576, 1785], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,व्व्य,no,,,,,no
18,5,23,154.71,318.96,859.5,1772.0,"[153.36, 316.62, 156.06, 321.3]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_708,33.0,2,योगेनाव्यभिचारिण्या,ण्य,ण,ण् + ण्य,,,,"[{""bbox"": [153.4904022216797, 316.92218017578125, 155.4591064453125, 321.0950622558594]}, {""bbox_px"": [852, 1759, 866, 1785], ""area"": 154}, {""bbox_px"": [852, 1759, 867, 1785], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,ण्ण्य,no,,,,,no
18,5,24,223.02,348.12,1239.0,1934.0,"[221.76, 345.78, 224.28, 350.46]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_709,34.0,1,धृत्या,त्य,त,त् + त्य,,,,"[{""bbox"": [221.86090087890625, 346.06549072265625, 223.82960510253906, 350.23828125]}, {""bbox_px"": [1232, 1921, 1246, 1947], ""area"": 155}, {""bbox_px"": [1232, 1921, 1246, 1947], ""area"": 156}]",SAME_FIRST_CONSONANT,0.9,त्त्य,no,,,,,no
18,5,25,86.67,368.91,481.5,2049.5,"[85.32, 366.48, 88.02, 371.34]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_709,34.0,2,प्रसङ्गेन,ङ्ग,ङ,ङ् + ङ्ग,,,,"[{""bbox"": [85.53399658203125, 366.84649658203125, 87.50270080566406, 371.0193786621094]}, {""bbox_px"": [474, 2037, 489, 2063], ""area"": 199}, {""bbox_px"": [474, 2036, 489, 2063], ""area"": 204}]",SAME_FIRST_CONSONANT,0.9,ङ्ङ्ग,no,,,,,no
18,5,26,88.83,398.52,493.5,2214.0,"[87.48, 396.18, 90.18, 400.86]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_710,35.0,1,यया,स्व,स,स् + स्व,,,,"[{""bbox"": [87.72689819335938, 396.48297119140625, 89.69560241699219, 400.6558837890625]}, {""bbox_px"": [487, 2201, 501, 2227], ""area"": 154}, {""bbox_px"": [486, 2201, 501, 2227], ""area"": 200}]",SAME_FIRST_CONSONANT_ACROSS_WORD_BOUNDARY,0.9,स्स्व,no,,,,,no
18,5,27,105.39,398.52,585.5,2214.0,"[104.04, 396.18, 106.74, 400.86]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_710,35.0,1,स्वप्नं(म्),प्न,प,प् + प्न,,,,"[{""bbox"": [104.1802978515625, 396.48297119140625, 106.14900207519531, 400.6558837890625]}, {""bbox_px"": [578, 2201, 592, 2227], ""area"": 154}, {""bbox_px"": [578, 2201, 593, 2227], ""area"": 199}]",SAME_FIRST_CONSONANT,0.9,प्प्न,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
18,5,28,105.93,419.22,588.5,2329.0,"[104.58, 416.88, 107.28, 421.56]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_710,35.0,2,विमुञ्चति,ञ्च,ञ,ञ् + ञ्च,,,,"[{""bbox"": [104.73729705810547, 417.18328857421875, 106.70600128173828, 421.3561706542969]}, {""bbox_px"": [581, 2316, 595, 2342], ""area"": 176}, {""bbox_px"": [581, 2316, 596, 2342], ""area"": 202}]",SAME_FIRST_CONSONANT,0.9,ञ्ञ्च,no,,,,,no
18,5,29,112.05,469.35,622.5,2607.5,"[110.7, 466.92, 113.4, 471.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_711,36.0,2,अभ्यासाद्रमते,भ्य,भ,ब् + भ्य,,,,"[{""bbox"": [110.94889831542969, 467.2978820800781, 112.9175033569336, 471.4706726074219]}, {""bbox_px"": [616, 2595, 630, 2621], ""area"": 153}, {""bbox_px"": [615, 2594, 630, 2621], ""area"": 201}]",VARGA_2_TO_1_OR_4_TO_3,0.9,ब्भ्य,no,,,,,no
18,5,30,156.42,469.35,869.0,2607.5,"[155.16, 466.92, 157.68, 471.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_711,36.0,2,अभ्यासाद्रमते,द्र,द,द् + द्र,,,,"[{""bbox"": [155.25979614257812, 467.2978820800781, 157.2283935546875, 471.4706726074219]}, {""bbox_px"": [862, 2595, 876, 2621], ""area"": 152}, {""bbox_px"": [862, 2594, 876, 2621], ""area"": 158}]",SAME_FIRST_CONSONANT,0.9,द्द्र,no,,,,,no
18,5,31,205.65,469.35,1142.5,2607.5,"[204.3, 466.92, 207.0, 471.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_711,36.0,2,यत्र,त्र,त,त् + त्र,,,,"[{""bbox"": [204.45339965820312, 467.2978820800781, 206.4219970703125, 471.4706726074219]}, {""bbox_px"": [1135, 2595, 1149, 2621], ""area"": 176}, {""bbox_px"": [1135, 2594, 1150, 2621], ""area"": 203}]",SAME_FIRST_CONSONANT,0.9,त्त्र,yes,FINAL,,ञ्,EXPLICIT_CANONICAL_NOTE,no
18,5,32,289.44,469.35,1608.0,2607.5,"[288.18, 466.92, 290.7, 471.78]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_711,36.0,2,दुःखान्तं(ञ्),न्त,न,न् + न्त,,,,"[{""bbox"": [288.3030090332031, 467.2978820800781, 290.2716979980469, 471.4706726074219]}, {""bbox_px"": [1601, 2595, 1615, 2621], ""area"": 153}, {""bbox_px"": [1601, 2594, 1615, 2621], ""area"": 179}]",SAME_FIRST_CONSONANT,0.9,न्न्त,no,,,,,no
18,5,33,79.02,470.16,439.0,2612.0,"[77.76, 468.0, 80.28, 472.32]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_711,36.0,2,निगच्छति॥,च्छ,छ,च् + छ,,,,"[{""bbox"": [77.84310150146484, 468.3639831542969, 79.81169891357422, 472.0702819824219]}, {""bbox_px"": [432, 2600, 446, 2624], ""area"": 140}, {""bbox_px"": [432, 2600, 446, 2624], ""area"": 140}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,च्छ,no,,,,,no
18,5,34,94.05,498.69,522.5,2770.5,"[92.7, 496.26, 95.4, 501.12]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,1,यत्तदग्रे,ग्र,ग,ग् + ग्र,,,,"[{""bbox"": [92.83580017089844, 496.6446838378906, 94.80439758300781, 500.81756591796875]}, {""bbox_px"": [515, 2758, 529, 2784], ""area"": 154}, {""bbox_px"": [515, 2757, 530, 2784], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,ग्ग्र,no,,,,,no
18,5,35,76.23,519.3,423.5,2885.0,"[74.88, 516.96, 77.58, 521.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,2,तत्सुखं(म्),त्स,त,त् + त्स,,,,"[{""bbox"": [75.05039978027344, 517.1912841796875, 77.01899719238281, 521.3641967773438]}, {""bbox_px"": [416, 2872, 431, 2898], ""area"": 199}, {""bbox_px"": [416, 2872, 431, 2898], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,त्त्स,yes,FINAL,,म्,EXPLICIT_CANONICAL_NOTE,no
18,5,36,197.19,519.3,1095.5,2885.0,"[195.84, 516.96, 198.54, 521.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,2,प्रोक्तम्,क्त,क,क् + क्त,,,,"[{""bbox"": [195.97689819335938, 517.1912841796875, 197.9456024169922, 521.3641967773438]}, {""bbox_px"": [1088, 2872, 1102, 2898], ""area"": 153}, {""bbox_px"": [1088, 2872, 1103, 2898], ""area"": 201}]",SAME_FIRST_CONSONANT,0.9,क्क्त,no,,,,,no
18,5,37,240.21,519.3,1334.5,2885.0,"[238.86, 516.96, 241.56, 521.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,2,आत्मबुद्धिप्रसादजम्॥,त्म,त,त् + त्म,,,,"[{""bbox"": [239.0532989501953, 517.2400512695312, 241.02200317382812, 521.4129638671875]}, {""bbox_px"": [1327, 2872, 1342, 2898], ""area"": 200}, {""bbox_px"": [1327, 2872, 1342, 2898], ""area"": 200}]",SAME_FIRST_CONSONANT,0.9,त्त्म,no,,,,,no
18,5,38,260.01,519.3,1444.5,2885.0,"[258.66, 516.96, 261.36, 521.64]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,2,आत्मबुद्धिप्रसादजम्॥,द्ध,ध,द् + ध,,,,"[{""bbox"": [258.8612976074219, 517.1912841796875, 260.82989501953125, 521.3641967773438]}, {""bbox_px"": [1437, 2872, 1452, 2898], ""area"": 200}, {""bbox_px"": [1437, 2872, 1452, 2898], ""area"": 201}]",VARGA_PREDECESSOR_ALREADY_PRESENT,0.9,द्ध,no,,,,,no
18,5,39,276.66,520.11,1537.0,2889.5,"[275.4, 518.04, 277.92, 522.18]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_712,37.0,2,आत्मबुद्धिप्रसादजम्॥,प्र,प,प् + प्र,,,,"[{""bbox"": [275.52099609375, 518.3435668945312, 277.48968505859375, 521.8392944335938]}, {""bbox_px"": [1530, 2878, 1544, 2901], ""area"": 132}, {""bbox_px"": [1530, 2878, 1544, 2901], ""area"": 154}]",SAME_FIRST_CONSONANT,0.9,प्प्र,no,,,,,no
18,6,1,-29.099,33.062,-161.7,183.7,"[-36.332, 29.496, -21.866, 36.627]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH18-P006-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-36.33190155029297, 29.495849609375, -21.8656005859375, 36.62725830078125], ""single_stroke"": true}]",,,,,,,,,
18,6,2,-46.965,38.318,-260.9,212.9,"[-54.198, 34.752, -39.731, 41.883]",no,yes,no,no,no,0.51,DECORATION_REVIEW,DECORATION_CANDIDATE,CH18-P006-DECORATION,,,,,,,DECORATION_REVIEW,,,"[{""bbox"": [-54.197898864746094, 34.75189208984375, -39.73149871826172, 41.88330078125], ""single_stroke"": true}]",,,,,,,,,
18,6,3,251.28,48.87,1396.0,271.5,"[250.02, 46.44, 252.54, 51.3]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_713,38.0,1,यत्तदग्रेऽमृतोपमम्।,ग्र,ग,ग् + ग्र,,,,"[{""bbox"": [250.09230041503906, 46.8101806640625, 252.06089782714844, 50.98309326171875]}, {""bbox_px"": [1389, 259, 1403, 285], ""area"": 153}, {""bbox_px"": [1389, 258, 1403, 285], ""area"": 179}]",SAME_FIRST_CONSONANT,0.9,ग्ग्र,no,,,,,no
18,6,4,173.97,69.57,966.5,386.5,"[172.62, 67.14, 175.32, 72.0]",no,yes,yes,yes,yes,0.95,AUTO_VALIDATED,SHLOKA,CSV_ROW_713,38.0,2,तत्सुखं,त्स,त,त् + त्स,,,,"[{""bbox"": [172.8271942138672, 67.48236083984375, 174.7958984375, 71.6552734375]}, {""bbox_px"": [959, 373, 974, 400], ""area"": 200}, {""bbox_px"": [959, 373, 974, 400], ""area"": 206}]",SAME_FIRST_CONSONANT,0.9,त्त्स,yes,FINAL,,व्ँ,GITA_PARIVAR_RULE_DERIVED,yes
